"","species","shp_res_pos","shp_feat_pos","cor","p","abs(shp_res_pos/shp_feat_pos)"
"1219","Intestinibacter.sp..MP35A10",346,345,0.860330279821395,3.24491373419437e-106,1.00289855072464
"1220","Blautia.sp..MP351A5",233,280,0.291872641105786,1.25651310912265e-06,0.832142857142857
"1221","Clostridium.sp..MP49A11",344,348,0.676351559407013,7.02140369801576e-48,0.988505747126437
"1222","Klebsiella.quasipneumoniae",274,338,0.440918704816081,1.31305675567457e-16,0.810650887573965
"1223","Lactobacillus.oris",307,344,0.333737258591063,6.747129839267e-09,0.892441860465116
"1224","Shigella.boydii",349,356,0.750923469081387,3.53571095831208e-65,0.980337078651685
"1225","Lactobacillus.casei",327,317,0.786040997504042,1.20148406996699e-75,1.03154574132492
"1226","Bifidobacterium.breve",257,301,0.587196378988598,6.05092452850721e-33,0.853820598006645
"1227","Veillonella.tobetsuensis",313,321,0.408815222905925,5.51579613746853e-14,0.975077881619938
"1228","Clostridium.sp..MP5B6",332,331,0.827745642824459,5.25769555176534e-91,1.00302114803625
"1229","Veillonella.dispar",315,294,0.742227423877827,7.46522327072367e-63,1.07142857142857
"1230","Veillonella.infantium",265,309,0.566750166747577,3.80274753358075e-30,0.857605177993528
"1231","Clostridium.sp..MP113D9",357,357,0.886111511024,2.64000984323998e-121,1
"1232","Blautia.sp..MP624D4_ig1",316,297,0.249030576345493,0.000115217204909854,1.06397306397306
"1233","Clostridium.disporicum",351,341,0.836648571639647,8.0639861038363e-95,1.02932551319648
"1234","Lachnospiraceae.bacterium.9_1_43BFAA",222,301,0.485274398332249,9.73849937692067e-21,0.737541528239203
"1235","Clostridium.sp..MP551E06",347,358,0.921306152888157,3.79716592057025e-149,0.96927374301676
"1236","Clostridium.sp..MP588C02",361,339,0.525873577255368,4.18223998509187e-25,1.06489675516224
"1237","Lachnospiraceae.bacterium.AM25.17",249,316,0.693977467314472,1.75329268675606e-51,0.787974683544304
"1238","Clostridium.sp..MP35F6",342,342,0.804165657373416,7.29782754384344e-82,1
"1239","Prevotella.copri",357,351,0.789767780036656,7.11801345055806e-77,1.01709401709402
"1240","Prevotella.sp..MP325B2",295,363,0.670057637376248,1.18102315045229e-46,0.81267217630854
"1241","Prevotella.sp..MP24F11",319,356,0.476401108809934,7.3117876990057e-20,0.896067415730337
"1242","Sutterella.wadsworthensis",326,277,0.437094627448601,2.76965985993472e-16,1.17689530685921
"1243","Firmicutes.bacterium.CAG.24053_14",353,342,0.841524984815561,5.21412351037889e-97,1.03216374269006
"1244","Clostridiaceae.bacterium.OM08.6BH",360,358,0.895265575485616,1.45727521358781e-127,1.00558659217877
"1245","Clostridium.sp..CAG.169",133,352,0.275943783868121,7.28060616076151e-06,0.377840909090909
"1246","Bacteroides.vulgatus",158,330,0.391453500909711,1.10223748815408e-12,0.478787878787879
"1247","Dorea.sp..MP626F10b_ig1",350,349,0.70437477482301,9.72205269223859e-54,1.00286532951289
"1248","Dorea.sp..VE303.06",244,323,0.353792306573774,3.99684155769499e-10,0.755417956656347
"1249","Dorea.formicigenerans",252,321,0.259593509730124,3.99041718702863e-05,0.785046728971963
"1250","Eubacterium.eligens.CAG.72",202,341,0.301032187198699,4.35766045355196e-07,0.592375366568915
"1251","Odoribacter.sp..HI19",142,360,0.354202274559582,3.78522220304483e-10,0.394444444444444
"1252","Turicibacter.sanguinis",251,303,0.421996532777523,5.05654827052683e-15,0.828382838283828
"1253","Clostridiaceae.bacterium.OF09.1",211,363,0.474949324294219,1.00147366621423e-19,0.581267217630854
"1254","Coprococcus.sp..MP227E11",168,355,0.757237362392563,6.3050988823261e-67,0.473239436619718
"1255","Bacteroides.dorei",341,342,0.501855926184682,1.88949722268175e-22,0.997076023391813
"1256","Bacteroides.sp..MP177D6",362,353,0.661918368412997,4.13464045377693e-45,1.02549575070822
"1257","Lachnoclostridium.sp..An76",357,333,0.64208588422105,1.48366297448688e-41,1.07207207207207
"1258","Streptococcus.sp..MP273B8",117,326,0.412124847858347,3.08512540470565e-14,0.358895705521472
"1259","uncultured.Flavonifractor.sp.",180,311,0.178626746872118,0.0284276618134372,0.578778135048232
"1260","Blautia.sp..An249",355,325,0.711571229352572,2.33875085500814e-55,1.09230769230769
"1261","Lachnospiraceae.sp..MP78A5_2_02.16",278,353,0.598510654186448,1.38583154643788e-34,0.787535410764873
"1262","Pseudoflavonifractor.capillosus",351,329,0.64865253817249,1.05019144998141e-42,1.06686930091185
"1263","Lachnoclostridium.phocaeense",353,329,0.668543359981982,2.29933494500542e-46,1.07294832826748
"1264","Eggerthella.sp..MP163B1",259,293,0.835004281235649,4.23805099491343e-94,0.883959044368601
"1265","Robinsoniella.peoriensis",271,304,0.733215477415827,1.52279234591384e-60,0.891447368421053
"1266","Blautia.hominis",283,277,0.595127847131341,4.34666952080135e-34,1.02166064981949
"1267","X.Clostridium..cocleatum",326,312,0.777484371334287,6.43401942940334e-73,1.0448717948718
"1268","Dorea.sp..MP625B1b_ig1",351,351,0.794155751823758,2.37410824685426e-78,1
"1269","X.Clostridium..sp..MP626E2_ig1",255,333,0.810419051650012,3.66479288458981e-84,0.765765765765766
"1270","Sellimonas.sp..MP61D3_02.09",320,353,0.475402579913856,9.0823902390086e-20,0.906515580736544
"1271","Phascolarctobacterium.sp..VE800.04",358,309,0.378594069342749,9.0263543116831e-12,1.15857605177994
"1272","Kluyvera.georgiana",270,356,0.749471834600618,8.77010535534517e-65,0.758426966292135
"1273","Flavonifractor.sp..HI30",256,320,0.241509935262478,0.000223387424073783,0.8
"1274","Blautia.sp..MP87F8_2",152,302,0.26003372337253,3.85348635629078e-05,0.503311258278146
"1275","Lachnoclostridium.sp..HF22",364,332,0.41779283143452,1.11010635590088e-14,1.09638554216867
"1276","Streptococcus.oralis",323,329,0.745682736646846,9.13681937644242e-64,0.981762917933131
"1277","Streptococcus.anginosus",295,324,0.196617374953249,0.00870715740844328,0.910493827160494
"1278","Beduini.massiliensis",338,337,0.518870697876942,2.60327772028311e-24,1.00296735905045
"1279","Eikenella.corrodens",357,359,0.414697342974717,1.9310377372449e-14,0.994428969359331
"1280","Selenomonas.flueggei",365,343,0.260357226958624,3.76657135739514e-05,1.06413994169096
"1281","Oribacterium.sinus",304,359,0.266149815649649,2.05189959139101e-05,0.846796657381616
"1282","Parasutterella.excrementihominis",154,285,0.351265069287524,5.79152438049755e-10,0.540350877192982
"1283","Holdemania.sp..Marseille.P2844",337,337,0.637061514814952,1.08464575580266e-40,1
"1284","Lactobacillus.acidophilus",275,347,0.248783764151201,0.00011569141745867,0.792507204610951
"1285","Bacteroides.thetaiotaomicron",330,329,0.570912731120516,1.06805340923958e-30,1.00303951367781
"1286","Bacteroides.thetaiotaomicron.CAG.40",359,345,0.740536397513759,2.06130391795765e-62,1.04057971014493
"1287","Bacteroides.sp..MP264A7",252,352,0.423271021831774,3.99045932738135e-15,0.715909090909091
"1288","Atopobium.parvulum",354,354,0.772910126737339,1.64962402109079e-71,1
"1289","X.Clostridium..glycyrrhizinilyticum",87,336,0.19538008738199,0.00926951324612981,0.258928571428571
"1290","Anaerotignum.lactatifermentans",296,310,0.438068065294729,2.29239765585936e-16,0.954838709677419
"1291","X.Clostridium..innocuum",212,302,0.514753844434214,7.5058465538612e-24,0.701986754966887
"1292","Dorea.sp..Marseille.P4003",356,358,0.85631538216964,3.85673650440744e-104,0.994413407821229
"1293","Parasutterella.excrementihominis.CAG.233",308,311,0.801279217450347,7.87861217459385e-81,0.990353697749196
"1294","Streptococcus.vestibularis",294,319,0.487058229618798,6.46933373328425e-21,0.921630094043887
"1295","Lactobacillus.animalis",338,338,0.879565532285012,3.77356336593251e-117,1
"1296","Citrobacter.werkmanii",348,353,0.828362016373123,2.91156000012342e-91,0.985835694050991
"1297","Clostridium.nexile.CAG.348",335,334,0.838589233981283,1.10670978984889e-95,1.00299401197605
"1298","Clostridium.sp..MP77A2",332,350,0.787400128161057,4.31791606056825e-76,0.948571428571429
"1299","Turicibacter.sp..MP236E3",341,344,0.826198047996156,2.30316185000494e-90,0.991279069767442
"1300","Lactobacillus.delbrueckii",277,342,0.224294480574337,0.000993945138821205,0.809941520467836
"1301","X.Clostridium..lavalense",246,286,0.426674212585573,2.09042355925879e-15,0.86013986013986
"1302","X.Clostridium..asparagiforme",353,330,0.606703566671281,8.18597328469428e-36,1.06969696969697
"1303","Prevotella.phocaeensis",194,361,0.355662902993893,3.08034717075378e-10,0.537396121883656
"1304","Intestinibacter.sp..MP112G1_01.17",233,346,0.580674369812467,4.98852637635286e-32,0.673410404624277
"1305","Leuconostoc.gelidum",342,361,0.470612916873389,2.56065796662272e-19,0.947368421052632
"1306","X.Clostridium..sp..MP561B01",221,349,0.243767356619619,0.000183682420756361,0.63323782234957
"1307","Clostridiales.bacterium.VE202.28",352,348,0.836987534245604,5.71982707168772e-95,1.01149425287356
"1308","Burkholderiales.bacterium",345,329,0.821878701952001,1.31966320452248e-88,1.04863221884498
"1309","Streptococcus.sp..MP270D4RE",322,345,0.32199737813638,3.15605147247009e-08,0.933333333333333
"1310","Streptococcus.sp..MP259B5b",198,334,0.617988942505794,1.4649008435062e-37,0.592814371257485
"1311","Firmicutes.bacterium.CAG.424",273,320,0.284754383623371,2.77003953892298e-06,0.853125
"1312","Prevotella.pallens",236,354,0.249063446983868,0.000115217204909854,0.666666666666667
"1313","Xylanimonas.cellulosilytica",358,358,0.583537378062732,1.99268298512302e-32,1
"1314","X.Ruminococcus..sp..MP50A2",346,335,0.860713746866962,2.04373319976061e-106,1.03283582089552
"1315","Alistipes.onderdonkii",186,350,0.655330966093144,6.67669032886956e-44,0.531428571428571
"1316","Rhizophagus.irregularis",358,358,0.4113340365976,3.54602574491553e-14,1
"1317","Streptomyces.speibonae",308,362,0.328956977771229,1.28885364350621e-08,0.850828729281768
"1318","Bacteroides.vulgatus.CAG.6",142,361,0.296713806533822,7.13692343915976e-07,0.393351800554017
"1319","Bacteroides.ovatus.CAG.22",217,354,0.178765403080933,0.0284276618134372,0.612994350282486
"1320","Escherichia.marmotae",317,345,0.56741090203182,3.11663967507722e-30,0.918840579710145
"1321","Megasphaera.sp..MP182G6",346,353,0.853256636481404,1.33234929968236e-102,0.980169971671388
"1322","Flavonifractor.sp..MP49B12re",331,331,0.807224363895639,5.61287826416596e-83,1
"1323","Aggregatibacter.segnis",277,363,0.552969649306657,2.28469081733207e-28,0.763085399449036
"1324","Romboutsia.sp..MP35A8",355,355,0.862396574581574,2.628890502253e-107,1
"1325","Paenibacillus.macerans",353,353,0.83415074733987,9.94552104291675e-94,1
"1326","Dorea.sp..D27",362,361,0.858603475603856,2.57860811503895e-105,1.00277008310249
"1327","Sutterellaceae.bacterium.UBA7100",352,351,0.902593539091213,5.2445257239341e-133,1.002849002849
"1328","Prevotella.melaninogenica",333,351,0.334888318970538,5.78692346231101e-09,0.948717948717949
"1329","Coprobacillus.sp..MP12C8",232,355,0.712808403209332,1.21907041585953e-55,0.653521126760563
"1330","Prevotella.dentalis",235,362,0.375545541152841,1.4738460269947e-11,0.649171270718232
"1331","Clostridiales.bacterium.UBA7175",293,357,0.343152989506388,1.83631022839111e-09,0.820728291316527
"1332","Niameybacter.massiliensis",268,359,0.483870475960195,1.33865960821331e-20,0.746518105849582
"1333","Parabacteroides.sp..TM07.1AC",305,357,0.724611106761637,2.01000131534436e-58,0.854341736694678
"1334","Ruminococcus.callidus",136,361,0.30202203220973,3.92333567572323e-07,0.376731301939058
"1335","Bacteroides.sp..MP64F12",331,362,0.820484972607295,4.74438603503479e-88,0.914364640883978
"1336","Parabacteroides.johnsonii",147,362,0.564875328479736,6.6921323413497e-30,0.406077348066298
"1337","Bifidobacterium.scardovii",212,335,0.176234127933396,0.0271367548218452,0.632835820895522
"1338","Citrobacter.farmeri",212,314,0.388899750826664,1.65024283335343e-12,0.67515923566879
"1339","X.Clostridium..clostridioforme",276,138,0.509828297940069,2.68642843332834e-23,2
"1340","Morganella.morganii",244,297,0.607921020299609,5.43882927279963e-36,0.821548821548822
"1341","Fusobacterium.nucleatum",242,216,0.682662741262884,3.72866621724742e-49,1.12037037037037
"1342","Colibacter.massiliensis",321,336,0.391047999352811,1.15188682510261e-12,0.955357142857143
"1343","Veillonella.parvula",194,145,0.508740239971166,3.5076841639024e-23,1.33793103448276
"1344","Enterococcus.casseliflavus",268,273,0.35480548714798,3.38116650819198e-10,0.981684981684982
"1345","Flavonifractor.plautii",271,252,0.709028697496627,8.60278733389139e-55,1.07539682539683
"1346","Clostridiales.bacterium.CCNA10",299,312,0.552700881190922,2.52916809166477e-28,0.958333333333333
"1347","Hungatella.sp..MP42A4",174,269,0.626067951145499,7.38076002640094e-39,0.646840148698885
"1348","Hafnia.paralvei",360,344,0.519317011053051,2.40512375038466e-24,1.04651162790698
"1349","Bifidobacterium.dentium",276,243,0.452243426918333,1.29961546767e-17,1.1358024691358
"1350","Dialister.pneumosintes",195,329,0.175506631617483,0.0278465639807931,0.592705167173252
"1351","Lachnospiraceae.bacterium.5_1_57FAA",194,306,0.432509367138836,6.7174267387305e-16,0.633986928104575
"1352","Ruthenibacterium.lactatiformans",195,281,0.495982053152963,7.80159886647997e-22,0.693950177935943
"1353","Ruminococcaceae.bacterium.cv2",295,299,0.235681960063342,0.000285981195039811,0.986622073578595
"1354","Finegoldia.magna",140,352,0.464117561613919,1.06612913537944e-18,0.397727272727273
"1355","Ruthenibacterium.sp..VE800.03",240,284,0.495697649343244,8.3200469103898e-22,0.845070422535211
"1356","Citrobacter.braakii",339,324,0.298103268305792,5.6204035714897e-07,1.0462962962963
"1357","Citrobacter.freundii",166,248,0.500627144707365,2.55730737089545e-22,0.669354838709677
"1358","Citrobacter.europaeus",250,350,0.238747335132248,0.000220806820830226,0.714285714285714
"1359","Flavonifractor.sp..MP167A6",364,317,0.163528499554081,0.048600283575076,1.14826498422713
"1360","Massiliomicrobiota.sp..HF30_ig1",238,338,0.254047178364807,5.47061350315888e-05,0.70414201183432
"1361","Lactobacillus.salivarius",354,314,0.566464812339518,4.18144830538764e-30,1.12738853503185
"1362","Roseburia.sp..MP196A9",274,331,0.237799604904558,0.000237754875768837,0.827794561933535
"1363","Faecalibacterium.prausnitzii",270,299,0.598881483520352,1.23358693707683e-34,0.903010033444816
"1364","Oscillospiraceae.bacterium.VE202.24",307,310,0.869346244828534,3.77296966312001e-111,0.990322580645161
"1365","Streptococcus.thermophilus",194,181,0.681385372182961,6.7489167493547e-49,1.07182320441989
"1366","Lactobacillus.rhamnosus",341,237,0.407748489699359,6.53548386274971e-14,1.43881856540084
"1367","Actinomyces.sp..HPA0247",306,303,0.310749708035894,1.24193745415734e-07,1.00990099009901
"1368","Enterococcus.avium",257,324,0.24448931271224,0.000136024961320976,0.79320987654321
"1369","Roseburia.hominis",343,313,0.272753531279494,8.73845896788383e-06,1.09584664536741
"1370","Clostridium.sp..C105KSO14",207,296,0.497278892707254,5.7212451118166e-22,0.699324324324324
"1371","Anaerotruncus.colihominis",296,294,0.903725458227694,6.53553671487578e-134,1.00680272108844
"1372","Clostridium.sp..chh4.2",359,351,0.660182153468768,8.4546310693705e-45,1.02279202279202
"1373","Eggerthella.lenta",271,271,0.939685068382576,1.67620773509977e-169,1
"1374","Eisenbergiella.massiliensis",278,300,0.266034801019106,1.66204372292967e-05,0.926666666666667
"1375","Lachnospiraceae.bacterium.UBA1689",177,311,0.534765491598739,3.92303570720502e-26,0.569131832797428
"1376","Firmicutes.bacterium.CAG.65_45_313",341,341,0.490583581275782,2.79827837808325e-21,1
"1377","Faecalicatena.contorta",75,317,0.166611216212726,0.0448280714346875,0.236593059936909
"1378","X.Clostridium..symbiosum",280,237,0.409748257817164,4.68237829050067e-14,1.18143459915612
"1379","Intestinibacter.sp..HF28",243,309,0.400285871550417,2.41934403540573e-13,0.786407766990291
"1380","Ruminococcus.sp..UBA1394",296,362,0.418093481997499,1.0202174191141e-14,0.81767955801105
"1381","Blautia.producta",249,229,0.17389094362724,0.0303974387103411,1.08733624454148
"1382","Blautia.coccoides",273,198,0.749130499572502,1.06539129421804e-64,1.37878787878788
"1383","Lachnoclostridium.sp..MP625H6_ig1",326,307,0.64978962292016,6.60141762778618e-43,1.06188925081433
"1384","Eggerthella.sp..MP69C2_2",267,303,0.527800507235531,2.58835629405876e-25,0.881188118811881
"1385","Clostridia.bacterium.sp..MP226B7",340,340,0.397651769119997,3.77166491488247e-13,1
"1386","Dysgonomonas.sp..UBA7710",294,362,0.407823314152617,6.50350998659597e-14,0.812154696132597
"1387","Merdimonas.faecis",337,315,0.590289724365385,2.17636976194069e-33,1.06984126984127
"1388","Lachnospiraceae.bacterium.6_1_37FAA",192,321,0.235400624277518,0.000288568354349588,0.598130841121495
"1389","Lachnoclostridium.sp..VE303.01",256,303,0.68686802708982,5.16864720788665e-50,0.844884488448845
"1390","Clostridium.bolteae.CAG.59",212,307,0.47235176235437,1.74508450614973e-19,0.690553745928339
"1391","Tyzzerella.sp..MP10F1re",311,299,0.396873597899638,4.26658310666928e-13,1.04013377926421
"1392","Hungatella.sp..MP550A3",366,314,0.201411223878579,0.0047031197099536,1.1656050955414
"1393","Clostridiales.bacterium.59_14",288,337,0.261935489668154,2.50664279586658e-05,0.85459940652819
"1394","Sellimonas.intestinalis",320,320,0.876674926964618,2.04611609503149e-115,1
"1395","Lachnoclostridium.sp..HF18",154,307,0.300799629025122,4.15492199610802e-07,0.501628664495114
"1396","X.Clostridium..citroniae",259,259,0.892936387691363,6.10595951978773e-126,1
"1397","Clostridium.clostridioforme.CAG.511",306,325,0.788373235210349,1.96888028172728e-76,0.941538461538462
"1398","Clostridia.bacterium.UC5.1.1D4",238,305,0.290408950621938,1.3365476121737e-06,0.780327868852459
"1399","Tyzzerella.nexilis",155,281,0.665428507489893,8.85998860628759e-46,0.551601423487544
"1400","Eubacterium.callanderi",350,355,0.888696612991515,4.866293922991e-123,0.985915492957746
"1401","Clostridia.bacterium.UC5.1.1F8",352,334,0.360096604347647,1.5554022594104e-10,1.05389221556886
"1402","Hungatella.sp..MP558G09",289,269,0.449949213459766,2.0832431800274e-17,1.07434944237918
"1403","Bacteroides.sp..MP159D11",353,353,0.906438991979449,4.60126876490883e-136,1
"1404","Blautia.sp..HK34",259,285,0.67771175301159,3.66560134373646e-48,0.908771929824561
"1405","X.Ruminococcus..sp..MP495E3",158,294,0.165476559488484,0.0469300558405396,0.537414965986395
"1406","X.Clostridium..sp..HF14",344,311,0.537124095920014,2.06086011581182e-26,1.10610932475884
"1407","X.Clostridium..sp..MP562A3a",312,322,0.689224601212726,1.68436360132093e-50,0.968944099378882
"1408","Harryflintia.acetispora",335,331,0.605879610546714,1.10886903739313e-35,1.01208459214502
"1409","Blautia.sp..MP87G3",269,278,0.693716557804351,1.92913684174216e-51,0.967625899280576
"1410","Absiella.sp..MP351A7",302,321,0.900954193782231,8.899720207913e-132,0.940809968847352
"1411","X.Clostridium..sp..MP556F05",210,326,0.398284625899785,3.41840126326343e-13,0.644171779141104
"1412","Absiella.sp..MP634G1_ig1",312,265,0.635686187949424,1.86551214410152e-40,1.17735849056604
"1413","Clostridiales.bacterium.VE202.09",218,358,0.19182136942204,0.00939511213782896,0.608938547486033
"1414","Intestinibacter.sp..MP113D11",264,296,0.365815053702486,6.4482334279947e-11,0.891891891891892
"1415","Veillonella.sp..oral.taxon.158",315,298,0.694423794427511,1.37203210375393e-51,1.05704697986577
"1416","Haemophilus.parainfluenzae",263,256,0.297577384422654,5.93312860093757e-07,1.02734375
"1417","Haemophilus.haemolyticus",205,340,0.45690225820316,4.97090949387242e-18,0.602941176470588
"1418","Clostridium.neonatale",290,295,0.665962762622765,7.0340485637822e-46,0.983050847457627
"1419","Sellimonas.sp..VE303.03",308,303,0.591399460047295,1.50941071402265e-33,1.01650165016502
"1420","Veillonella.sp..HF34",277,258,0.300617154904311,4.20778735841009e-07,1.07364341085271
"1421","Clostridium.sp..MP229B3",300,316,0.548028091487392,9.6923309478376e-28,0.949367088607595
"1422","Clostridium.paraputrificum",307,306,0.852041530670266,5.0020643676812e-102,1.00326797385621
"1423","Clostridiales.bacterium.VE202.14",239,323,0.510978660107224,2.02296578609616e-23,0.739938080495356
"1424","Bifidobacterium.longum",260,253,0.756865112213108,7.79585534170364e-67,1.02766798418972
"1425","Veillonella.atypica",169,207,0.693611800444071,2.02458075095262e-51,0.816425120772947
"1426","Streptococcus.parasanguinis",194,250,0.472742726248602,1.60651056423858e-19,0.776
"1427","Intestinibacter.sp..MP10A2",290,324,0.487598766026182,5.59363443188929e-21,0.895061728395062
"1428","Veillonella.sp..MP19D1_02.09",176,234,0.164482358326308,0.048600283575076,0.752136752136752
"1429","Intestinibacter.sp..MP35A10",347,345,0.852038233320416,5.00859132106308e-102,1.00579710144928
"1430","Clostridium.sp..MP49A11",349,348,0.791983790859253,1.23163537552378e-77,1.00287356321839
"1431","Clostridiales.bacterium.VE202.07",196,334,0.254695465244508,5.19389698736385e-05,0.586826347305389
"1432","Klebsiella.quasipneumoniae",344,338,0.60493265187751,1.53996603007384e-35,1.01775147928994
"1433","Shigella.boydii",360,356,0.535827628679401,2.93881895070866e-26,1.01123595505618
"1434","Lactobacillus.casei",316,317,0.583969417414953,1.70045990348316e-32,0.996845425867508
"1435","Lachnoclostridium.sp..MP429E6",339,307,0.721148013096682,1.32356446955473e-57,1.1042345276873
"1436","Clostridium.sp..MP5B6",323,331,0.758609201397074,2.51914349436114e-67,0.97583081570997
"1437","Veillonella.dispar",319,294,0.733846052153841,1.0297461182128e-60,1.08503401360544
"1438","Veillonella.infantium",220,309,0.738488104352058,6.81411046686776e-62,0.711974110032362
"1439","Clostridium.sp..MP113D9",336,357,0.806844852301053,7.41469728837908e-83,0.941176470588235
"1440","Clostridium.sp..MP551E06",358,358,0.869551259437798,2.8963280603921e-111,1
"1441","Intestinimonas.massiliensis",185,316,0.333349062520573,6.89740111664386e-09,0.585443037974684
"1442","Clostridium.sp..MP35F6",328,342,0.819117193772912,1.59091388177244e-87,0.95906432748538
"1443","X.Ruminococcus..sp..HF10",136,329,0.330765887746242,9.79849522557012e-09,0.413373860182371
"1444","Coprobacillus.sp..HF33",327,349,0.734353278249731,7.68490936978715e-61,0.936962750716332
"1445","Prevotella.copri",356,351,0.876653496886651,2.10267421565074e-115,1.01424501424501
"1446","X.Eubacterium..rectale",240,325,0.295306434050467,7.58195266523334e-07,0.738461538461539
"1447","X.Eubacterium..hallii",296,315,0.513552081610399,1.05278353602911e-23,0.93968253968254
"1448","Lachnospiraceae.sp..MP587D08",294,358,0.2217907708488,0.000955846846259566,0.82122905027933
"1449","Firmicutes.bacterium.CAG.24053_14",356,342,0.70427013753447,9.90597279490232e-54,1.04093567251462
"1450","Agathobacter.sp..HK41",319,351,0.301988991914125,3.62007980657246e-07,0.908831908831909
"1451","Gemmiger.formicilis",326,344,0.382105349325549,4.95994025584919e-12,0.947674418604651
"1452","Bifidobacterium.adolescentis",285,359,0.34376308766928,1.68092561659607e-09,0.793871866295265
"1453","Blautia.sp..MP78G6",315,316,0.484628398375403,1.09617469377677e-20,0.996835443037975
"1454","Clostridium.sp..CAG.58",114,339,0.286952479640233,1.96740049891276e-06,0.336283185840708
"1455","Dorea.formicigenerans",306,321,0.614429347060831,5.37404049705982e-37,0.953271028037383
"1456","Dorea.longicatena",348,355,0.336733314878657,4.53165167319511e-09,0.980281690140845
"1457","X.Clostridium..leptum",315,313,0.868119835613614,1.83968063560274e-110,1.00638977635783
"1458","Turicibacter.sanguinis",349,303,0.526043421926383,4.11272929379022e-25,1.15181518151815
"1459","Acholeplasmatales.bacterium",361,361,0.705629032657275,4.94859772295574e-54,1
"1460","Coprococcus.sp..MP227E11",283,355,0.687814689474609,3.30056529525756e-50,0.797183098591549
"1461","Lachnospiraceae.bacterium.3_1_57FAA_CT1",359,335,0.321784164185567,3.1099358079897e-08,1.07164179104478
"1462","Firmicutes.bacterium.AF36.19BH",120,347,0.359111155786977,1.79625541718898e-10,0.345821325648415
"1463","uncultured.Flavonifractor.sp.",325,311,0.791675513303459,1.56045684731404e-77,1.04501607717042
"1464","Blautia.sp..An249",350,325,0.731166726170709,4.83509977604488e-60,1.07692307692308
"1465","Lachnospiraceae.bacterium.OF09.33XD",335,330,0.413811835611887,2.23572752969779e-14,1.01515151515152
"1466","Lachnospiraceae.sp..MP78A5_2_02.16",207,353,0.400403416644449,2.38422380951078e-13,0.586402266288952
"1467","Eggerthella.sp..MP163B1",271,293,0.842730337015673,1.37193140950561e-97,0.924914675767918
"1468","Streptococcus.sp..MP506H2",159,346,0.302817768824245,3.2968612028332e-07,0.459537572254335
"1469","Anaerostipes.sp..MP172A5",352,291,0.408360505227088,5.95501512615477e-14,1.20962199312715
"1470","Robinsoniella.peoriensis",275,304,0.541100555416623,6.84302333839446e-27,0.904605263157895
"1471","Streptococcus.sp..MP111E2",178,319,0.190011661159991,0.0105480685333536,0.557993730407524
"1472","Romboutsia.sp..MP172A7",358,350,0.725646556650985,1.10428198366637e-58,1.02285714285714
"1473","Streptococcus.sp..MP583D02",221,326,0.592834619438207,9.40678635237821e-34,0.677914110429448
"1474","Blautia.hominis",241,277,0.500287200362449,2.76784846531191e-22,0.870036101083033
"1475","X.Clostridium..cocleatum",302,312,0.765708557416973,2.24772180994571e-69,0.967948717948718
"1476","Dorea.sp..MP625B1b_ig1",351,351,0.860930095553391,1.4684291213969e-106,1
"1477","X.Clostridium..sp..MP626E2_ig1",203,333,0.722380542104681,6.7280660116185e-58,0.60960960960961
"1478","Phascolarctobacterium.sp..VE800.04",194,309,0.432039783280794,7.32577827382912e-16,0.627831715210356
"1479","Lachnoclostridium.sp..HF22",317,332,0.504135217932927,1.07902032579758e-22,0.954819277108434
"1480","Beduini.massiliensis",173,337,0.419894999293652,7.39826671028091e-15,0.513353115727003
"1481","Alloscardovia.omnicolens",236,335,0.452257561147012,1.29961546767e-17,0.704477611940298
"1482","Parabacteroides.distasonis",358,298,0.388406119477486,1.75960699097641e-12,1.20134228187919
"1483","Actinomyces.sp..oral.taxon.172",322,341,0.478796585711707,4.13647320519718e-20,0.944281524926686
"1484","Clostridiaceae.bacterium.OM02.2AC",359,351,0.740613171133961,1.92617715526972e-62,1.02279202279202
"1485","Enterococcus.gallinarum",306,330,0.804700085067642,4.47934414749665e-82,0.927272727272727
"1486","Bacteroides.thetaiotaomicron.CAG.40",348,345,0.686846822116562,5.20526571324168e-50,1.00869565217391
"1487","Bacteroides.sp..MP264A7",227,352,0.612265879870625,1.16827729176746e-36,0.644886363636364
"1488","Drancourtella.sp..MP403E2",89,339,0.268864058646128,1.29015321042893e-05,0.262536873156342
"1489","Clostridiales.bacterium.Nov_37_41",349,349,0.88585893729498,3.66228491973223e-121,1
"1490","Absiella.sp..HF20_ig1",289,307,0.510579665864589,2.2295470283475e-23,0.941368078175896
"1491","Anaerocolumna.aminovalerica",352,352,0.660694782197794,6.80701953414729e-45,1
"1492","Slackia.exigua",336,343,0.815342794449586,4.7167453173714e-86,0.979591836734694
"1493","X.Kluyvera..intestini",336,353,0.342594970033574,1.9754446846682e-09,0.951841359773371
"1494","Clostridia.bacterium.UC5.1.1D10",364,335,0.406167532403908,8.58837767588601e-14,1.0865671641791
"1495","X.Clostridium..innocuum",217,302,0.507271365599204,4.9917853756049e-23,0.718543046357616
"1496","Massiliomicrobiota.sp..HK52",222,350,0.664815682223204,1.15435142382704e-45,0.634285714285714
"1497","Parasutterella.excrementihominis.CAG.233",300,311,0.816994236737447,1.08124712704619e-86,0.964630225080386
"1498","Streptococcus.vestibularis",211,319,0.396700032596551,4.36981812473664e-13,0.661442006269592
"1499","Lactobacillus.animalis",341,338,0.933481545898865,5.39142199819084e-162,1.00887573964497
